text,label,sport,tone,persona
"Bonjour,

Nous vous écrivons pour vous informer, enfin, nous souhaitions vous communiquer concernant la nouvelle organisation du calendrier pour la saison 2024-2025. Il y a eu, comment dire, quelques modifications au niveau des dates qui avaient été annoncées initialement, et nous tenions à vous en informer au plus vite, enfin dès que possible.

En fait, les rencontres de poule qui étaient prévues pour début octobre seront décalées, ou plutôt repositionnées au 12 octobre et non le 5 comme indiqué dans le courrier précédent. Nous nous excusons pour cette confusion qui aurait pu, vous savez, créer des désagréments dans vos planifications d'entraînements et autre logistique.

De plus, nous avons du revoir, comment dit-on, harmoniser les horaires de certains matchs pour des raisons de disponibilités des arbitres et de la salle de contrôle TV. Les détails complets seront joints en fichier PDF à ce mail, enfin normalement, c'est Michèle qui s'en charge donc ça devrait être bon.

Nous vous demandons de bien vouloir confirmer la réception de ces informations ainsi que votre accord pour ces nouvelles dates. N'hésitez pas à nous contacter si, euh, si vous aviez des questions ou des préoccupations à ce sujet, nous sommes là pour vous aider.

Cordialement,
Stéphane Bertrand
Représentant Fédéral – Secteur Compétitions",federation,football,hésitant et maladroit,un représentant fédéral
"Bonjour,

Nous avons reçu une circulaire de la fédération concernant les nouvelles modalités de qualification pour les championnats régionaux. Enfin, je crois que c'est bien ça, le document était un peu flou. Il faudrait que j'y regarde de plus près mais il me semble que les minima ont changé. 

Pourriez-vous vérifier auprès de vos athlètes ? Ou peut-être que vous avez déjà eu l'info de votre côté. Je vais essayer de clarifier tout ça et vous envoyer les détails dès que possible.

Désolé pour ce manque de clarté.

Cordialement",federation,athlétisme,hésitant et maladroit,un dirigeant du club
"Madame, Monsieur,

Nous vous adressons ce courrier en qualité de représentant de la Fédération Française de Basketball afin de vous informer des modifications réglementaires entrant en vigueur pour la saison 2024-2025.

Suite aux décisions prises lors de l'assemblée générale du 15 novembre dernier, plusieurs ajustements concernant les règles de composition des effectifs et les critères d'engagement des joueurs professionnels ont été adoptés. Ces nouveaux critères s'appliqueront à l'ensemble des compétitions nationales et régionales.

Nous vous demandons de transmettre ces informations à vos entraîneurs et à votre staff administratif dans les meilleurs délais. Un document détaillé expliquant ces modifications sera joint en annexe et demeure également disponible sur notre portail fédéral.

Par ailleurs, veuillez noter que les inscriptions pour le prochain championnat de votre ligue territoriale doivent être complétées avant le 30 janvier 2025. Les clubs ne respectant pas cette échéance s'exposeront à des pénalités sportives et financières.

Nous vous invitions également à vérifier que votre licence d'exploitation reste à jour et conforme aux nouvelles normes d'homologation des installations.

Si vous avez besoin de précisions ou de clarifications sur ces points, n'hésitez pas à nous contacter via le formulaire dédié sur notre site internet.

Cordialement,

Jean-Claude Vermeulen
Directeur de la Commission Sportive
Fédération Française de Basketball",federation,basketball,formel et poli,un représentant fédéral
"Madame, Monsieur,

Nous vous informons que les inscriptions pour le championnat régional de badminton 2024 sont ouvertes jusqu'au 15 mars. Votre club doit transmettre la liste de vos participants ainsi que les frais d'inscription avant cette date limite.

Veuillez consulter le règlement mis à jour sur notre site officiel. N'hésitez pas à nous contacter en cas de question.

Cordialement,
Michel Dubois
Responsable des compétitions
Fédération Régionale de Badminton",federation,badminton,formel et poli,un responsable d'entreprise locale
"Bonjour,

Je vous contacte suite à la dernière circulaire de la FFA concernant les nouvelles normes de timing pour les épreuves de demi-fond. Y'a quelques changements importants à partir du mois prochain qu'il faut que vous sachiez.

J'aurais besoin que vous transmettiez ça à vos athlètes rapidement, surtout ceux inscrits aux compétitions régionales. Les détails sont en pièce jointe, c'est un peu prise de tête à lire mais c'est important.

Dites-moi si vous avez des questions.

A bientôt,
Thomas",federation,athlétisme,informel et direct,un entraîneur bénévole
"Objet : Demande de précisions sur la convocation

Monsieur le Président,

Je vous écris concernant la convocation reçue hier pour le match qualificatif du 15 mars. Je souhaiterais avoir des précisions sur l'heure exacte de rendez-vous au stade et si le transport en commun sera mis à disposition comme lors des précédents matchs.

De plus, pourriez-vous me confirmer si les nouvelles règles concernant les remplaçants s'appliquent à cette rencontre ?

Cordialement,
Dupont Marc",federation,rugby,formel et poli,un joueur adulte
"Salut les gars,

Je vous écris en tant que responsable de la Fédération Française de Basketball pour vous annoncer les modifications importantes concernant la saison 2024-2025. Y'a pas mal de changements cette année et faut que vous soyez au courant rapidement.

D'abord, les qualifications pour les championnats régionaux se feront sur une nouvelle formule. Au lieu des phases éliminatoires classiques, on passe à un système de poules avec des matchs aller-retour. C'est pour qu'y ait plus de matchs et plus d'équité pour tout le monde.

Deuxième truc important : les dates limite pour les inscriptions c'est le 30 septembre maximum. Pas de prolongation cette fois, faut vraiment être bon là-dessus. Et dès que vous vous inscrivez, faut valider les licences de vos joueurs dans le système fédéral.

On a aussi changé le règlement concernant les temps morts. Dorénavant les équipes ont droit à 3 temps morts par mi-temps au lieu de 4. Je sais que certains vont pas être contents mais c'est décidé au niveau national.

Dernier point : y'aura une réunion d'informations obligatoire pour tous les entraîneurs et responsables le 15 septembre à 19h30. On vous envoie le lien Zoom demain matin. C'est important que vous participiez parce qu'on discutera de plein d'autres détails.

N'hésitez pas à me contacter si vous avez des questions.

A bientôt,

Cordialement",federation,basketball,informel et direct,un responsable d'entreprise locale
"Objet : URGENT - Dossier de qualification pour le championnat régional

Madame, Monsieur,

Je vous contacte de la part de la Fédération Française de Handball concernant votre participation au championnat régional. Nous avons constaté que votre dossier d'engagement présente plusieurs manquements administratifs qui doivent être corrigés d'ici le 15 décembre.

En effet, les attestations d'affiliation de vos joueurs et la copie des pièces d'identité ne sont toujours pas parvenus à nos services. Sans ces documents, votre équipe ne pourra pas être qualifiée pour les phases éliminatoires.

Merci de nous retourner l'ensemble du dossier complété par email au plus vite, sinon nous serons dans l'obligation de vous exclure de la compétition. N'hésitez pas à nous appeller si vous avez des questions.

Cordialement,
Stéphanie Marchand
Responsable administratif - Handball
Fédération Française de Handball",federation,handball,urgent,un responsable administratif municipal
"Bonjour,

Je vous écris pour, euh, vous informer que votre équipe est peut-être qualifiée pour les phases finales du championnat régional. Enfin, je crois que oui, il faudrait vérifier avec le dossier d'inscription. Pouvez-vous me reconfirmer les licences à jour de vos joueurs rapidement ?

Cordialement,
Laurent Dupont
Fédération Française de Basketball",federation,basketball,hésitant et maladroit,un représentant fédéral
"Objet : URGENT - Modification calendrier championnats régionaux

Madame, Monsieur,

La Fédération Française de Natation vous prie de prendre connaissance de modifications importantes concernant le calendrier des championnats régionaux qui débute demain.

Suite à des problèmes techniques au bassin de Villepinte, nous sommes contraint de reporter les épreuves de nage libre prévues vendredi à samedi prochain. Les séries de qualification restent inchangées.

Merci de communiquer ces informations à vos nageurs dans les plus brefs délais. Les fiches d'engagement doivent être actualisées et renvoyées à nos services avant demain 17h00 impérativement.

Vous pouvez nous contacter directement en cas de question ou de souci pour respecter ces nouveaux délais. Nous comprenons que c'est court, mais c'est une décision qui ne pouvait pas attendre.

Nous restons à votre écoute.

Cordialement,

Jean-Pierre Moreau
Responsable Compétitions
Fédération Française de Natation",federation,natation,urgent,un représentant fédéral
"Bonjour,

J'suis pas trop sur mais je crois que mon fils a reçu une convocation pour les championnats régionnaux d'athlétisme la semaine prochaine ? Il m'a parlé d'un truc mais j'ai pas bien compris les détails. Pouvez-vous me confirmer si c'est bien le 15 ? Merci pour votre aide.

Cordialement",federation,athlétisme,hésitant et maladroit,un parent d'enfant licencié
"Salut,

Je vous contacte pour vous informer que les inscriptions pour le championnat régional de bassin de 25m sont ouvertes à partir d'aujourd'hui jusqu'au 15 janvier. Vous pouvez enregistrer vos nageurs directement sur la plateforme fédérale avec les justificatifs de licence à jour.

Petite info importante : cette année les critères de qualification ont changé, faut que vous regardiez bien le document joint sur les minima requis par catégorie avant d'inscrire vos athlètes.

Pas d'hésitation si vous avez des questions !

Cdlt,
Marc Delorme
Responsable des compétitions régionales",federation,natation,informel et direct,un représentant fédéral
"Madame, Monsieur,

Nous vous informons que votre club a été qualifié pour les championnats de France par équipes mixtes se déroulant le 15 avril à Lyon. Merci de confirmer votre participation avant le 20 mars.

Cordialement,
Olivier Martin
Responsable des Compétitions
Fédération Française de Badminton",federation,badminton,formel et poli,un représentant fédéral
